[10:12:41] 📍 Loaded 754 district venues
[08:37:06] ❌ 1023626 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1023626&date=2026-08-21'
[08:37:06] ❌ 1058533 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1058533&date=2026-08-21'
[08:37:07] ❌ 27150 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=27150&date=2026-08-21'
[08:37:07] ❌ 1019593 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1019593&date=2026-08-21'
[08:37:08] ❌ 1033632 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1033632&date=2026-08-21'
[08:37:08] ❌ 1034254 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1034254&date=2026-08-21'
[08:37:08] ❌ 27715 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=27715&date=2026-08-21'
[08:37:08] ❌ 1039768 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1039768&date=2026-08-21'
[08:37:09] ❌ 1034186 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1034186&date=2026-08-21'
[08:37:09] ❌ 4042 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4042&date=2026-08-21'
[08:37:09] ❌ 27716 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=27716&date=2026-08-21'
[08:37:09] ❌ 1039751 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1039751&date=2026-08-21'
[08:37:10] ❌ 1013208 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1013208&date=2026-08-21'
[08:37:10] ❌ 496 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=496&date=2026-08-21'
[08:37:11] ❌ 1063761 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1063761&date=2026-08-21'
[08:37:11] ❌ 44966 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=44966&date=2026-08-21'
[08:37:11] ❌ 7747 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=7747&date=2026-08-21'
[08:37:12] ❌ 24929 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=24929&date=2026-08-21'
[08:37:12] ❌ 1088790 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1088790&date=2026-08-21'
[08:37:12] ❌ 4306 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4306&date=2026-08-21'
[08:37:12] ❌ 24351 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=24351&date=2026-08-21'
[08:37:13] ❌ 1016986 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1016986&date=2026-08-21'
[08:37:13] ❌ 1083399 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1083399&date=2026-08-21'
[08:37:13] ❌ 4217 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4217&date=2026-08-21'
[08:37:13] ❌ 28214 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=28214&date=2026-08-21'
[08:37:14] ❌ 1020288 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1020288&date=2026-08-21'
[08:37:14] ❌ 1088803 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1088803&date=2026-08-21'
[08:37:15] ❌ 1037142 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037142&date=2026-08-21'
[08:37:15] ❌ 9373 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9373&date=2026-08-21'
[08:37:15] ❌ 1037520 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037520&date=2026-08-21'
[08:37:15] ❌ 7752 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=7752&date=2026-08-21'
[08:37:16] ❌ 1036961 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1036961&date=2026-08-21'
[08:37:16] ❌ 1039424 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1039424&date=2026-08-21'
[08:37:16] ❌ 52996 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=52996&date=2026-08-21'
[08:37:17] ❌ 1067686 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1067686&date=2026-08-21'
[08:37:17] ❌ 1053939 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1053939&date=2026-08-21'
[08:37:17] ❌ 16791 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=16791&date=2026-08-21'
[08:37:18] ❌ 31987 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=31987&date=2026-08-21'
[08:37:18] ❌ 26401 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=26401&date=2026-08-21'
[08:37:18] ❌ 1041692 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1041692&date=2026-08-21'
[08:37:18] ❌ 1015795 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1015795&date=2026-08-21'
[08:37:18] ❌ 15527 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=15527&date=2026-08-21'
[08:37:18] ❌ 7222 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=7222&date=2026-08-21'
[08:37:19] ❌ 1063452 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1063452&date=2026-08-21'
[08:37:19] ❌ 4332 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4332&date=2026-08-21'
[08:37:20] ❌ 6093 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=6093&date=2026-08-21'
[08:37:20] ❌ 22305 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=22305&date=2026-08-21'
[08:37:20] ❌ 1003773 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1003773&date=2026-08-21'
[08:37:20] ❌ 509 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=509&date=2026-08-21'
[08:37:21] ❌ 1003802 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1003802&date=2026-08-21'
[08:37:21] ❌ 1008409 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1008409&date=2026-08-21'
[08:37:21] ❌ 1020190 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1020190&date=2026-08-21'
[08:37:22] ❌ 9420 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9420&date=2026-08-21'
[08:37:22] ❌ 44366 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=44366&date=2026-08-21'
[08:37:22] ❌ 5041 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=5041&date=2026-08-21'
[08:37:22] ❌ 30524 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=30524&date=2026-08-21'
[08:37:22] ❌ 1005991 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1005991&date=2026-08-21'
[08:37:23] ❌ 1030422 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1030422&date=2026-08-21'
[08:37:24] ❌ 1041753 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1041753&date=2026-08-21'
[08:37:24] ❌ 25938 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=25938&date=2026-08-21'
[08:37:24] ❌ 1008335 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1008335&date=2026-08-21'
[08:37:24] ❌ 1065451 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1065451&date=2026-08-21'
[08:37:24] ❌ 32294 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=32294&date=2026-08-21'
[08:37:25] ❌ 4902 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4902&date=2026-08-21'
[08:37:25] ❌ 4739 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4739&date=2026-08-21'
[08:37:25] ❌ 522 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=522&date=2026-08-21'
[08:37:26] ❌ 26230 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=26230&date=2026-08-21'
[08:37:26] ❌ 9413 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9413&date=2026-08-21'
[08:37:27] ❌ 9411 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9411&date=2026-08-21'
[08:37:27] ❌ 1040228 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1040228&date=2026-08-21'
[08:37:27] ❌ 1039842 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1039842&date=2026-08-21'
[08:37:27] ❌ 25808 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=25808&date=2026-08-21'
[08:37:28] ❌ 1039877 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1039877&date=2026-08-21'
[08:37:28] ❌ 26676 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=26676&date=2026-08-21'
[08:37:28] ❌ 62637 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=62637&date=2026-08-21'
[08:37:28] ❌ 25011 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=25011&date=2026-08-21'
[08:37:28] ❌ 4107 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4107&date=2026-08-21'
[08:37:28] ❌ 1021922 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1021922&date=2026-08-21'
[08:37:29] ❌ 1005804 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1005804&date=2026-08-21'
[08:37:29] ❌ 1012189 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1012189&date=2026-08-21'
[08:37:30] ❌ 1037532 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037532&date=2026-08-21'
[08:37:30] ❌ 9424 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9424&date=2026-08-21'
[08:37:30] ❌ 9350 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9350&date=2026-08-21'
[08:37:31] ❌ 14166 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=14166&date=2026-08-21'
[08:37:31] ❌ 36879 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=36879&date=2026-08-21'
[08:37:31] ❌ 1040731 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1040731&date=2026-08-21'
[08:37:31] ❌ 1037345 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037345&date=2026-08-21'
[08:37:31] ❌ 9551 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9551&date=2026-08-21'
[08:37:32] ❌ 1039272 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1039272&date=2026-08-21'
[08:37:32] ❌ 1041505 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1041505&date=2026-08-21'
[08:37:33] ❌ 4733 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4733&date=2026-08-21'
[08:37:33] ❌ 4036 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4036&date=2026-08-21'
[08:37:33] ❌ 1034324 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1034324&date=2026-08-21'
[08:37:33] ❌ 7350 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=7350&date=2026-08-21'
[08:37:34] ❌ 1005797 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1005797&date=2026-08-21'
[08:37:34] ❌ 9491 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9491&date=2026-08-21'
[08:37:34] ❌ 1008404 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1008404&date=2026-08-21'
[08:37:34] ❌ 9474 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9474&date=2026-08-21'
[08:37:35] ❌ 1037506 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037506&date=2026-08-21'
[08:37:35] ❌ 1031296 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1031296&date=2026-08-21'
[08:37:36] ❌ 1042439 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1042439&date=2026-08-21'
[08:37:36] ❌ 14669 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=14669&date=2026-08-21'
[08:37:36] ❌ 1071622 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1071622&date=2026-08-21'
[08:37:36] ❌ 4272 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4272&date=2026-08-21'
[08:37:36] ❌ 1012081 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1012081&date=2026-08-21'
[08:37:36] ❌ 18823 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=18823&date=2026-08-21'
[08:37:37] ❌ 1025740 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1025740&date=2026-08-21'
[08:37:37] ❌ 1027903 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1027903&date=2026-08-21'
[08:37:37] ❌ 4715 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4715&date=2026-08-21'
[08:37:37] ❌ 4045 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4045&date=2026-08-21'
[08:37:37] ❌ 1014990 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1014990&date=2026-08-21'
[08:37:38] ❌ 9132 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9132&date=2026-08-21'
[08:37:39] ❌ 5058 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=5058&date=2026-08-21'
[08:37:39] ❌ 1037523 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037523&date=2026-08-21'
[08:37:39] ❌ 46485 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=46485&date=2026-08-21'
[08:37:39] ❌ 4725 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4725&date=2026-08-21'
[08:37:40] ❌ 26640 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=26640&date=2026-08-21'
[08:37:40] ❌ 1065987 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1065987&date=2026-08-21'
[08:37:40] ❌ 42945 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=42945&date=2026-08-21'
[08:37:40] ❌ 1015840 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1015840&date=2026-08-21'
[08:37:41] ❌ 1064038 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1064038&date=2026-08-21'
[08:37:41] ❌ 1052503 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1052503&date=2026-08-21'
[08:37:41] ❌ 4050 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4050&date=2026-08-21'
[08:37:41] ❌ 1036772 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1036772&date=2026-08-21'
[08:37:41] ❌ 7137 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=7137&date=2026-08-21'
[08:37:42] ❌ 1015442 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1015442&date=2026-08-21'
[08:37:42] ❌ 1041496 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1041496&date=2026-08-21'
[08:37:43] ❌ 27219 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=27219&date=2026-08-21'
[08:37:43] ❌ 1041473 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1041473&date=2026-08-21'
[08:37:43] ❌ 1016381 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1016381&date=2026-08-21'
[08:37:43] ❌ 7618 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=7618&date=2026-08-21'
[08:37:44] ❌ 1037514 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1037514&date=2026-08-21'
[08:37:44] ❌ 51499 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=51499&date=2026-08-21'
[08:37:44] ❌ 18460 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=18460&date=2026-08-21'
